+-----------------------------+--------------------------------------------------------+------------------------------------+--------+
| Mod name                    | Registry name                                          | Entity class name                  |     ID |
| Advent Of Ascension         | aoa3:occult_block                                      | EntityOccultBlock                  |    514 |
| Advent Of Ascension         | aoa3:odious_shot                                       | EntityOdious                       |    665 |
| Advent Of Ascension         | aoa3:okazor                                            | EntityOkazor                       |    236 |
| Advent Of Ascension         | aoa3:omnilight                                         | EntityOmnilight                    |    237 |
| Advent Of Ascension         | aoa3:omnilight_shot                                    | EntityOmnilightShot                |    666 |
| Advent Of Ascension         | aoa3:opteryx                                           | EntityOpteryx                      |    238 |
| Advent Of Ascension         | aoa3:orange_flower                                     | EntityOrangeFlower                 |    239 |
| Advent Of Ascension         | aoa3:orbiter                                           | EntityOrbiter                      |    240 |
| Advent Of Ascension         | aoa3:orbling                                           | EntityOrbling                      |    400 |
| Advent Of Ascension         | aoa3:orbocron_shot                                     | EntityOrbocron                     |    667 |
| Advent Of Ascension         | aoa3:oxygen_tablet                                     | EntityOxygenTablet                 |    515 |
| Advent Of Ascension         | aoa3:paladin                                           | EntityPaladin                      |    241 |
| Advent Of Ascension         | aoa3:paralyzer_shot                                    | EntityParalyzerShot                |    668 |
| Advent Of Ascension         | aoa3:parasect                                          | EntityParasect                     |    242 |
| Advent Of Ascension         | aoa3:paravite                                          | EntityParavite                     |    243 |
| Advent Of Ascension         | aoa3:party_popper_shot                                 | EntityPartyPopper                  |    669 |
| Advent Of Ascension         | aoa3:penguin                                           | EntityPenguin                      |    401 |
| Advent Of Ascension         | aoa3:penumbra                                          | EntityPenumbra                     |    244 |
| Advent Of Ascension         | aoa3:penumbra_shot                                     | EntityPenumbraShot                 |    670 |
| Advent Of Ascension         | aoa3:peppermint_snail                                  | EntityPeppermintSnail              |    461 |
| Advent Of Ascension         | aoa3:phantom                                           | EntityPhantom                      |    245 |
| Advent Of Ascension         | aoa3:phantom_shot                                      | EntityPhantomShot                  |    671 |
| Advent Of Ascension         | aoa3:pigotron                                          | EntityPigotron                     |    246 |
| Advent Of Ascension         | aoa3:pincher                                           | EntityPincher                      |    247 |
| Advent Of Ascension         | aoa3:plateosaur                                        | EntityPlateosaur                   |    402 |
| Advent Of Ascension         | aoa3:pod_plant                                         | EntityPodPlant                     |    248 |
| Advent Of Ascension         | aoa3:poison_plunger_shot                               | EntityPoisonPlunger                |    672 |
| Advent Of Ascension         | aoa3:poison_shot                                       | EntityPoisonShot                   |    673 |
| Advent Of Ascension         | aoa3:polar_ursa                                        | EntityPolarUrsa                    |    249 |
| Advent Of Ascension         | aoa3:polymorph_shot                                    | EntityPolymorphShot                |    674 |
| Advent Of Ascension         | aoa3:polytom                                           | EntityPolytom                      |    250 |
| Advent Of Ascension         | aoa3:polytom_shot                                      | EntityPolytomShot                  |    675 |
| Advent Of Ascension         | aoa3:pop_shot                                          | EntityPopShot                      |    676 |
| Advent Of Ascension         | aoa3:portal_master                                     | EntityPortalMaster                 |    462 |
| Advent Of Ascension         | aoa3:power_ray                                         | EntityPowerRay                     |    677 |
| Advent Of Ascension         | aoa3:power_shot                                        | EntityPowerShot                    |    678 |
| Advent Of Ascension         | aoa3:precasian_lottoman                                | EntityPrecasianLottoman            |    463 |
| Advent Of Ascension         | aoa3:pressure_tablet                                   | EntityPressureTablet               |    516 |
| Advent Of Ascension         | aoa3:primitive_carrotop                                | EntityPrimitiveCarrotop            |    251 |
| Advent Of Ascension         | aoa3:primordial_banker                                 | EntityPrimordialBanker             |    464 |
| Advent Of Ascension         | aoa3:primordial_guide                                  | EntityPrimordialGuide              |    465 |
| Advent Of Ascension         | aoa3:primordial_merchant                               | EntityPrimordialMerchant           |    466 |
| Advent Of Ascension         | aoa3:primordial_shot                                   | EntityPrimordialShot               |    679 |
| Advent Of Ascension         | aoa3:primordial_spellbinder                            | EntityPrimordialSpellbinder        |    467 |
| Advent Of Ascension         | aoa3:primordial_wizard                                 | EntityPrimordialWizard             |    468 |
| Advent Of Ascension         | aoa3:professor                                         | EntityProfessor                    |    469 |
| Advent Of Ascension         | aoa3:proficiency_tablet                                | EntityProficiencyTablet            |    517 |
| Advent Of Ascension         | aoa3:proshield                                         | EntityProshield                    |    252 |
| Advent Of Ascension         | aoa3:proton_shot                                       | EntityProton                       |    680 |
| Advent Of Ascension         | aoa3:purple_flower                                     | EntityPurpleFlower                 |    253 |
| Advent Of Ascension         | aoa3:quickpocket                                       | EntityQuickpocket                  |    254 |
| Advent Of Ascension         | aoa3:radiant_pixon                                     | EntityRadiantPixon                 |    470 |
| Advent Of Ascension         | aoa3:rainbow_shot                                      | EntityRainbowShot                  |    681 |
| Advent Of Ascension         | aoa3:rainicorn                                         | EntityRainicorn                    |    255 |
| Advent Of Ascension         | aoa3:rammerhead                                        | EntityRammerhead                   |    256 |
| Advent Of Ascension         | aoa3:rammerhorn                                        | EntityRammerhorn                   |    403 |
| Advent Of Ascension         | aoa3:ramradon                                          | EntityRamradon                     |    257 |
| Advent Of Ascension         | aoa3:rawbone                                           | EntityRawbone                      |    258 |
| Advent Of Ascension         | aoa3:raxxan                                            | EntityRaxxan                       |    259 |
| Advent Of Ascension         | aoa3:realmshifter                                      | EntityRealmshifter                 |    471 |
| Advent Of Ascension         | aoa3:reaper_twins                                      | EntityReaperTwins                  |    260 |
| Advent Of Ascension         | aoa3:reaver                                            | EntityReaver                       |    261 |
| Advent Of Ascension         | aoa3:red_guardian                                      | EntityRedGuardian                  |    262 |
| Advent Of Ascension         | aoa3:red_guardian_shot                                 | EntityRedGuardianShot              |    682 |
| Advent Of Ascension         | aoa3:red_rune_templar                                  | EntityRuneTemplarRed               |    263 |
| Advent Of Ascension         | aoa3:red_runic_lifeform                                | EntityRunicLifeformRed             |    264 |
| Advent Of Ascension         | aoa3:reefer_shot                                       | EntityReeferShot                   |    683 |
| Advent Of Ascension         | aoa3:refluct                                           | EntityRefluct                      |    265 |
| Advent Of Ascension         | aoa3:resistance_tablet                                 | EntityResistanceTablet             |    518 |
| Advent Of Ascension         | aoa3:revolution_shot                                   | EntityRevolutionShot               |    684 |
| Advent Of Ascension         | aoa3:rock_crawler                                      | EntityRockCrawler                  |    266 |
| Advent Of Ascension         | aoa3:rock_critter                                      | EntityRockCritter                  |    267 |
| Advent Of Ascension         | aoa3:rock_fragment                                     | EntityRockFragment                 |    685 |
| Advent Of Ascension         | aoa3:rock_fragment_fungal                              | EntityRockFragmentFungal           |    686 |
| Advent Of Ascension         | aoa3:rock_rider                                        | EntityRockRider                    |    268 |
| Advent Of Ascension         | aoa3:rockbiter                                         | EntityRockbiter                    |    269 |
| Advent Of Ascension         | aoa3:rocky_lottoman                                    | EntityRockyLottoman                |    472 |
| Advent Of Ascension         | aoa3:roloscope                                         | EntityRoloscope                    |    270 |
| Advent Of Ascension         | aoa3:rosid                                             | EntityRosid                        |    404 |
| Advent Of Ascension         | aoa3:rosidian_shot                                     | EntityRosidianShot                 |    687 |
| Advent Of Ascension         | aoa3:runation_master                                   | EntityRunationMaster               |    473 |
| Advent Of Ascension         | aoa3:runic_bomb                                        | EntityRunicBomb                    |    688 |
| Advent Of Ascension         | aoa3:runic_golem                                       | EntityRunicGolem                   |    271 |
| Advent Of Ascension         | aoa3:runic_guardian                                    | EntityRunicGuardian                |    272 |
| Advent Of Ascension         | aoa3:runic_guardian_shot                               | EntityRunicGuardianShot            |    689 |
| Advent Of Ascension         | aoa3:runic_lottoman                                    | EntityRunicLottoman                |    474 |
| Advent Of Ascension         | aoa3:runicorn                                          | EntityRunicorn                     |    273 |
| Advent Of Ascension         | aoa3:runicorn_rider                                    | EntityRunicornRider                |    274 |
| Advent Of Ascension         | aoa3:sabretooth                                        | EntitySabretooth                   |    275 |
| Advent Of Ascension         | aoa3:sanctity_tablet                                   | EntitySanctityTablet               |    519 |
| Advent Of Ascension         | aoa3:sand_giant                                        | EntitySandGiant                    |    276 |
| Advent Of Ascension         | aoa3:sand_golem                                        | EntitySandGolem                    |    277 |
| Advent Of Ascension         | aoa3:sasquatch                                         | EntitySasquatch                    |    278 |
| Advent Of Ascension         | aoa3:satiation_tablet                                  | EntitySatiationTablet              |    520 |
| Advent Of Ascension         | aoa3:scrubby                                           | EntityScrubby                      |    279 |
| Advent Of Ascension         | aoa3:sea_charger                                       | EntitySeaCharger                   |    280 |
| Advent Of Ascension         | aoa3:sea_skeleton                                      | EntitySeaSkeleton                  |    281 |
| Advent Of Ascension         | aoa3:sea_spider                                        | EntitySeaSpider                    |    282 |
| Advent Of Ascension         | aoa3:sea_troll                                         | EntitySeaTroll                     |    283 |
| Advent Of Ascension         | aoa3:sea_viper                                         | EntitySeaViper                     |    284 |
| Advent Of Ascension         | aoa3:seaocron_shot                                     | EntitySeaocron                     |    690 |
| Advent Of Ascension         | aoa3:seed_dart                                         | EntitySeedDart                     |    691 |
| Advent Of Ascension         | aoa3:seeker                                            | EntitySeeker                       |    285 |
| Advent Of Ascension         | aoa3:shaddy                                            | EntityShaddy                       |    405 |
| Advent Of Ascension         | aoa3:shade                                             | EntityShade                        |    286 |
| Advent Of Ascension         | aoa3:shadow                                            | EntityShadow                       |    287 |
| Advent Of Ascension         | aoa3:shadow_stalker                                    | EntityShadowStalker                |    406 |
| Advent Of Ascension         | aoa3:shadowlord                                        | EntityShadowlord                   |    288 |
| Advent Of Ascension         | aoa3:shadowlord_shot                                   | EntityShadowlordShot               |    692 |
| Advent Of Ascension         | aoa3:shavo                                             | EntityShavo                        |    289 |
| Advent Of Ascension         | aoa3:shifter                                           | EntityShifter                      |    290 |
| Advent Of Ascension         | aoa3:shik                                              | EntityShik                         |    475 |
| Advent Of Ascension         | aoa3:shining_pixon                                     | EntityShiningPixon                 |    476 |
| Advent Of Ascension         | aoa3:shoe_shot                                         | EntityShoeShot                     |    693 |
| Advent Of Ascension         | aoa3:shower_shot                                       | EntityShowerShot                   |    694 |
| Advent Of Ascension         | aoa3:shyre_archer                                      | EntityShyreArcher                  |    477 |
| Advent Of Ascension         | aoa3:shyre_banker                                      | EntityShyreBanker                  |    478 |
| Advent Of Ascension         | aoa3:shyre_beam                                        | EntityShyreBeam                    |    695 |
| Advent Of Ascension         | aoa3:shyre_knight                                      | EntityShyreKnight                  |    291 |
| Advent Of Ascension         | aoa3:shyre_shot                                        | EntityShyreShot                    |    696 |
| Advent Of Ascension         | aoa3:shyre_troll                                       | EntityShyreTroll                   |    292 |
| Advent Of Ascension         | aoa3:shyrelands_lottoman                               | EntityShyrelandsLottoman           |    479 |
| Advent Of Ascension         | aoa3:sight_tablet                                      | EntitySightTablet                  |    521 |
| Advent Of Ascension         | aoa3:silencer                                          | EntitySilencer                     |    293 |
| Advent Of Ascension         | aoa3:silverfoot                                        | EntitySilverfoot                   |    294 |
| Advent Of Ascension         | aoa3:skele_elder                                       | EntitySkeleElder                   |    295 |
| Advent Of Ascension         | aoa3:skele_hopper                                      | EntitySkeleHopper                  |    296 |
| Advent Of Ascension         | aoa3:skele_pig                                         | EntitySkelePig                     |    297 |
| Advent Of Ascension         | aoa3:skeledon                                          | EntitySkeledon                     |    298 |
| Advent Of Ascension         | aoa3:skelekyte                                         | EntitySkelekyte                    |    299 |
| Advent Of Ascension         | aoa3:skeleman                                          | EntitySkeleman                     |    300 |
| Advent Of Ascension         | aoa3:skeletal_cowman                                   | EntitySkeletalCowman               |    301 |
| Advent Of Ascension         | aoa3:skeletron                                         | EntitySkeletron                    |    302 |
| Advent Of Ascension         | aoa3:skellox                                           | EntitySkellox                      |    303 |
| Advent Of Ascension         | aoa3:skipper                                           | EntitySkipper                      |    304 |
| Advent Of Ascension         | aoa3:skolle                                            | EntitySkolle                       |    305 |
| Advent Of Ascension         | aoa3:skull_creature                                    | EntitySkullCreature                |    306 |
| Advent Of Ascension         | aoa3:skullo_shot                                       | EntitySkulloShot                   |    697 |
| Advent Of Ascension         | aoa3:sky_shot                                          | EntitySkyShot                      |    698 |
| Advent Of Ascension         | aoa3:slice_star                                        | EntitySliceStar                    |    699 |
| Advent Of Ascension         | aoa3:slimer                                            | EntitySlimer                       |    307 |
| Advent Of Ascension         | aoa3:smash                                             | EntitySmash                        |    308 |
| Advent Of Ascension         | aoa3:snappy                                            | EntitySnappy                       |    309 |
| Advent Of Ascension         | aoa3:sniper_slug                                       | EntitySniperSlug                   |    700 |
| Advent Of Ascension         | aoa3:snow_charger                                      | EntitySnowCharger                  |    310 |
| Advent Of Ascension         | aoa3:soul_drainer_shot                                 | EntitySoulDrainer                  |    701 |
| Advent Of Ascension         | aoa3:soul_spark                                        | EntitySoulSpark                    |    702 |
| Advent Of Ascension         | aoa3:soul_storm_shot                                   | EntitySoulStorm                    |    703 |
| Advent Of Ascension         | aoa3:soulscorne                                        | EntitySoulscorne                   |    311 |
| Advent Of Ascension         | aoa3:soulvyre                                          | EntitySoulvyre                     |    312 |
| Advent Of Ascension         | aoa3:spearmint_snail                                   | EntitySpearmintSnail               |    480 |
| Advent Of Ascension         | aoa3:spectral_holly_arrow                              | EntitySpectralHollyArrow           |    704 |
| Advent Of Ascension         | aoa3:spectral_shot                                     | EntitySpectralShot                 |    705 |
| Advent Of Ascension         | aoa3:spectral_wizard                                   | EntitySpectralWizard               |    313 |
| Advent Of Ascension         | aoa3:sphinx                                            | EntitySphinx                       |    314 |
| Advent Of Ascension         | aoa3:spikeback                                         | EntitySpikeback                    |    407 |
| Advent Of Ascension         | aoa3:spinoledon                                        | EntitySpinoledon                   |    315 |
| Advent Of Ascension         | aoa3:spinux                                            | EntitySpinux                       |    316 |
| Advent Of Ascension         | aoa3:spirit_guardian                                   | EntitySpiritGuardian               |    317 |
| Advent Of Ascension         | aoa3:spirit_protector                                  | EntitySpiritProtector              |    318 |
| Advent Of Ascension         | aoa3:spiritual_shot                                    | EntitySpiritualShot                |    706 |
| Advent Of Ascension         | aoa3:spraggy                                           | EntitySpraggy                      |    408 |
| Advent Of Ascension         | aoa3:squasher                                          | EntitySquasher                     |    319 |
| Advent Of Ascension         | aoa3:squiggler                                         | EntitySquiggler                    |    320 |
| Advent Of Ascension         | aoa3:stalker                                           | EntityStalker                      |    321 |
| Advent Of Ascension         | aoa3:stalker_prime                                     | EntityStalkerPrime                 |    322 |
| Advent Of Ascension         | aoa3:sticky                                            | EntitySticky                       |    323 |
| Advent Of Ascension         | aoa3:stimulo                                           | EntityStimulo                      |    324 |
| Advent Of Ascension         | aoa3:stimulosus                                        | EntityStimulosus                   |    325 |
| Advent Of Ascension         | aoa3:stinger                                           | EntityStinger                      |    326 |
| Advent Of Ascension         | aoa3:stitches                                          | EntityStitches                     |    327 |
| Advent Of Ascension         | aoa3:stone_giant                                       | EntityStoneGiant                   |    328 |
| Advent Of Ascension         | aoa3:store_keeper                                      | EntityStoreKeeper                  |    481 |
| Advent Of Ascension         | aoa3:strength_tablet                                   | EntityStrengthTablet               |    522 |
| Advent Of Ascension         | aoa3:strong_skele_hopper                               | EntityStrongSkeleHopper            |    329 |
| Advent Of Ascension         | aoa3:strong_skele_pig                                  | EntityStrongSkelePig               |    330 |
| Advent Of Ascension         | aoa3:strong_skeleman                                   | EntityStrongSkeleman               |    331 |
| Advent Of Ascension         | aoa3:sugarface                                         | EntitySugarface                    |    332 |
| Advent Of Ascension         | aoa3:sun_shot                                          | EntitySunShot                      |    707 |
| Advent Of Ascension         | aoa3:sunny                                             | EntitySunny                        |    333 |
| Advent Of Ascension         | aoa3:surveyor                                          | EntitySurveyor                     |    334 |
| Advent Of Ascension         | aoa3:swamp_charger                                     | EntitySwampCharger                 |    335 |
| Advent Of Ascension         | aoa3:swarm_shot                                        | EntitySwarmShot                    |    708 |
| Advent Of Ascension         | aoa3:sysker                                            | EntitySysker                       |    336 |
| Advent Of Ascension         | aoa3:tangle_fall                                       | EntityTangleFall                   |    709 |
| Advent Of Ascension         | aoa3:terradon                                          | EntityTerradon                     |    337 |
| Advent Of Ascension         | aoa3:terrestrial                                       | EntityTerrestrial                  |    338 |
| Advent Of Ascension         | aoa3:terror_construct_shot                             | EntityConstructTerrorShot          |    710 |
| Advent Of Ascension         | aoa3:tharafly                                          | EntityTharafly                     |    339 |
| Advent Of Ascension         | aoa3:tidal_wave                                        | EntityTidalWave                    |    711 |
| Advent Of Ascension         | aoa3:tipped_holly_arrow                                | EntityTippedHollyArrow             |    712 |
| Advent Of Ascension         | aoa3:tipsy                                             | EntityTipsy                        |    340 |
| Advent Of Ascension         | aoa3:token_collector                                   | EntityTokenCollector               |    482 |
| Advent Of Ascension         | aoa3:tortione                                          | EntityTortione                     |    341 |
| Advent Of Ascension         | aoa3:toxic_lottoman                                    | EntityToxicLottoman                |    483 |
| Advent Of Ascension         | aoa3:toxic_shot                                        | EntityToxicShot                    |    713 |
| Advent Of Ascension         | aoa3:toxxulous                                         | EntityToxxulous                    |    342 |
| Advent Of Ascension         | aoa3:toy_merchant                                      | EntityToyMerchant                  |    484 |
| Advent Of Ascension         | aoa3:tracker                                           | EntityTracker                      |    343 |
| Advent Of Ascension         | aoa3:tree_spirit                                       | EntityTreeSpirit                   |    344 |
| Advent Of Ascension         | aoa3:tri_discharge_shot                                | EntityTriDischargeShot             |    714 |
| Advent Of Ascension         | aoa3:trickster                                         | EntityTrickster                    |    345 |
| Advent Of Ascension         | aoa3:trickster_clone                                   | EntityTricksterClone               |    346 |
| Advent Of Ascension         | aoa3:triclops                                          | EntityTriclops                     |    347 |
| Advent Of Ascension         | aoa3:troll_trader                                      | EntityTrollTrader                  |    485 |
| Advent Of Ascension         | aoa3:trotter                                           | EntityTrotter                      |    486 |
| Advent Of Ascension         | aoa3:twinkling_lottoman                                | EntityTwinklingLottoman            |    487 |
| Advent Of Ascension         | aoa3:tyrosaur                                          | EntityTyrosaur                     |    348 |
| Advent Of Ascension         | aoa3:ultimatum_shot                                    | EntityUltimatumShot                |    715 |
| Advent Of Ascension         | aoa3:undead_herald                                     | EntityUndeadHerald                 |    488 |
| Advent Of Ascension         | aoa3:undead_troll                                      | EntityUndeadTroll                  |    349 |
| Advent Of Ascension         | aoa3:untiring_tablet                                   | EntityUntiringTablet               |    523 |
| Advent Of Ascension         | aoa3:urioh                                             | EntityUrioh                        |    350 |
| Advent Of Ascension         | aoa3:urka                                              | EntityUrka                         |    351 |
| Advent Of Ascension         | aoa3:urv                                               | EntityUrv                          |    352 |
| Advent Of Ascension         | aoa3:valkyrie                                          | EntityValkyrie                     |    353 |
| Advent Of Ascension         | aoa3:valkyrie_shot                                     | EntityValkyrieShot                 |    716 |
| Advent Of Ascension         | aoa3:vertebron                                         | EntityVertebron                    |    354 |
| Advent Of Ascension         | aoa3:vine_wizard                                       | EntityVineWizard                   |    355 |
| Advent Of Ascension         | aoa3:vine_wizard_shot                                  | EntityVineWizardShot               |    717 |
| Advent Of Ascension         | aoa3:vinocorne                                         | EntityVinocorne                    |    356 |
| Advent Of Ascension         | aoa3:visage                                            | EntityVisage                       |    357 |
| Advent Of Ascension         | aoa3:visualent                                         | EntityVisualent                    |    358 |
| Advent Of Ascension         | aoa3:visular                                           | EntityVisular                      |    359 |
| Advent Of Ascension         | aoa3:visulon                                           | EntityVisulon                      |    360 |
| Advent Of Ascension         | aoa3:vitality_tablet                                   | EntityVitalityTablet               |    524 |
| Advent Of Ascension         | aoa3:void_charger                                      | EntityVoidCharger                  |    361 |
| Advent Of Ascension         | aoa3:void_walker                                       | EntityVoidWalker                   |    362 |
| Advent Of Ascension         | aoa3:volar                                             | EntityVolar                        |    363 |
| Advent Of Ascension         | aoa3:volar_shot                                        | EntityVolarShot                    |    718 |
| Advent Of Ascension         | aoa3:voliant                                           | EntityVoliant                      |    364 |
| Advent Of Ascension         | aoa3:voltron                                           | EntityVoltron                      |    365 |
| Advent Of Ascension         | aoa3:vortex_blast                                      | EntityVortexBlaster                |    719 |
| Advent Of Ascension         | aoa3:voxxulon                                          | EntityVoxxulon                     |    366 |
| Advent Of Ascension         | aoa3:voxxulon_meteor                                   | EntityVoxxulonMeteor               |    720 |
| Advent Of Ascension         | aoa3:vulkram                                           | EntityVulkram                      |    721 |
| Advent Of Ascension         | aoa3:waggy                                             | EntityWaggy                        |    409 |
| Advent Of Ascension         | aoa3:walker                                            | EntityWalker                       |    367 |
| Advent Of Ascension         | aoa3:warclops                                          | EntityWarclops                     |    368 |
| Advent Of Ascension         | aoa3:wart_dart                                         | EntityWartDart                     |    722 |
| Advent Of Ascension         | aoa3:water_shot                                        | EntityWaterShot                    |    723 |
| Advent Of Ascension         | aoa3:web_reaper                                        | EntityWebReaper                    |    369 |
| Advent Of Ascension         | aoa3:weighted_shower_shot                              | EntityWeightedShowerShot           |    724 |
| Advent Of Ascension         | aoa3:white_ball                                        | EntityWhiteBall                    |    725 |
| Advent Of Ascension         | aoa3:wickett                                           | EntityWickett                      |    370 |
| Advent Of Ascension         | aoa3:winder_shot                                       | EntityWinderShot                   |    726 |
| Advent Of Ascension         | aoa3:winged_creeper                                    | EntityWingedCreeper                |    371 |
| Advent Of Ascension         | aoa3:wither_ball                                       | EntityWitherBall                   |    727 |
| Advent Of Ascension         | aoa3:wither_shot                                       | EntityWitherShot                   |    728 |
| Advent Of Ascension         | aoa3:wither_wizard                                     | EntityWitherWizard                 |    372 |
| Advent Of Ascension         | aoa3:withering_lottoman                                | EntityWitheringLottoman            |    489 |
| Advent Of Ascension         | aoa3:wood_giant                                        | EntityWoodGiant                    |    373 |
| Advent Of Ascension         | aoa3:wrath_shot                                        | EntityWrathShot                    |    729 |
| Advent Of Ascension         | aoa3:xxeus                                             | EntityXxeus                        |    374 |
| Advent Of Ascension         | aoa3:yellow_flower                                     | EntityYellowFlower                 |    375 |
| Advent Of Ascension         | aoa3:yellow_guardian                                   | EntityYellowGuardian               |    376 |
| Advent Of Ascension         | aoa3:yellow_guardian_shot                              | EntityYellowGuardianShot           |    730 |
| Advent Of Ascension         | aoa3:yellow_rune_templar                               | EntityRuneTemplarYellow            |    377 |
| Advent Of Ascension         | aoa3:yellow_runic_lifeform                             | EntityRunicLifeformYellow          |    378 |
| Advent Of Ascension         | aoa3:yeti                                              | EntityYeti                         |    379 |
| Advent Of Ascension         | aoa3:zal_banker                                        | EntityZalBanker                    |    490 |
| Advent Of Ascension         | aoa3:zal_child                                         | EntityZalChild                     |    491 |
| Advent Of Ascension         | aoa3:zal_citizen                                       | EntityZalCitizen                   |    492 |
| Advent Of Ascension         | aoa3:zal_grocer                                        | EntityZalGrocer                    |    493 |
| Advent Of Ascension         | aoa3:zal_herbalist                                     | EntityZalHerbalist                 |    494 |
| Advent Of Ascension         | aoa3:zal_spellbinder                                   | EntityZalSpellbinder               |    495 |
| Advent Of Ascension         | aoa3:zal_vendor                                        | EntityZalVendor                    |    496 |
| Advent Of Ascension         | aoa3:zarg                                              | EntityZarg                         |    380 |
| Advent Of Ascension         | aoa3:zhinx                                             | EntityZhinx                        |    381 |
| Advent Of Ascension         | aoa3:zorp                                              | EntityZorp                         |    382 |
| Aether II                   | aether:aechor_plant                                    | EntityAechorPlant                  |      0 |
| Aether II                   | aether:aerbunny                                        | EntityAerbunny                     |      1 |
| Aether II                   | aether:aerwhale                                        | EntityAerwhale                     |      5 |
| Aether II                   | aether:bolt                                            | EntityBolt                         |     34 |
| Aether II                   | aether:burrukai                                        | EntityBurrukai                     |     12 |
| Aether II                   | aether:carrion_sprout                                  | EntityCarrionSprout                |      2 |
| Aether II                   | aether:cockatrice                                      | EntityCockatrice                   |      3 |
| Aether II                   | aether:daggerfrost_snowball                            | EntityDaggerfrostSnowball          |     33 |
| Aether II                   | aether:dart                                            | EntityDart                         |     32 |
| Aether II                   | aether:edison                                          | EntityEdison                       |     11 |
| Aether II                   | aether:ethereal_wisp                                   | EntityEtherealWisp                 |     24 |
| Aether II                   | aether:fangrin                                         | EntityFangrin                      |     27 |
| Aether II                   | aether:fleeting_wisp                                   | EntityFleetingWisp                 |     25 |
| Aether II                   | aether:floating_block                                  | EntityFloatingBlock                |     30 |
| Aether II                   | aether:frostpine_totem                                 | EntityFrostpineTotem               |     21 |
| Aether II                   | aether:glactrix                                        | EntityGlactrix                     |     16 |
| Aether II                   | aether:glitterwing                                     | EntityGlitterwing                  |     10 |
| Aether II                   | aether:josediya                                        | EntityJosediya                     |     14 |
| Aether II                   | aether:kirrid                                          | EntityKirrid                       |      4 |
| Aether II                   | aether:kraisith                                        | EntityKraisith                     |     22 |
| Aether II                   | aether:moa                                             | EntityMoa                          |     37 |
| Aether II                   | aether:moving_block                                    | EntityMovingBlock                  |     31 |
| Aether II                   | aether:mysterious_figure                               | EntityMysteriousFigure             |     17 |
| Aether II                   | aether:necromancer                                     | EntityNecromancer                  |     13 |
| Aether II                   | aether:nex_spirit                                      | EntityNexSpirit                    |     28 |
| Aether II                   | aether:parachute                                       | EntityParachute                    |     35 |
| Aether II                   | aether:pink_baby_swet                                  | EntityPinkBabySwet                 |     29 |
| Aether II                   | aether:shade_of_arkenzus                               | EntityShadeOfArkenzus              |     23 |
| Aether II                   | aether:sheepuff                                        | EntitySheepuff                     |     20 |
| Aether II                   | aether:skyroot_lizard                                  | EntitySkyrootLizard                |     19 |
| Aether II                   | aether:soaring_wisp                                    | EntitySoaringWisp                  |     26 |
| Aether II                   | aether:swet                                            | EntitySwet                         |      8 |
| Aether II                   | aether:taegore                                         | EntityTaegore                      |      9 |
| Aether II                   | aether:tempest                                         | EntityTempest                      |      7 |
| Aether II                   | aether:tivalier                                        | EntityTivalier                     |     15 |
| Aether II                   | aether:tnt_present                                     | EntityTNTPresent                   |     36 |
| Aether II                   | aether:varanys                                         | EntityVaranys                      |     18 |
| Aether II                   | aether:zephyr                                          | EntityZephyr                       |      6 |
| Applied Energistics 2       | appliedenergistics2:appeng.entity.entitychargedquartz  | EntityChargedQuartz                |     12 |
| Applied Energistics 2       | appliedenergistics2:appeng.entity.entitygrowingcrystal | EntityGrowingCrystal               |     13 |
| Applied Energistics 2       | appliedenergistics2:appeng.entity.entitysingularity    | EntitySingularity                  |     11 |
| Applied Energistics 2       | appliedenergistics2:appeng.entity.entitytinytntprimed  | EntityTinyTNTPrimed                |     10 |
| Aquaculture                 | aquaculture:custom_fish_hook                           | EntityCustomFishHook               |      0 |
| Atum 2                      | atum:arrow_double_shot_black                           | EntityArrowDoubleShotBlack         |     21 |
| Atum 2                      | atum:arrow_double_shot_white                           | EntityArrowDoubleShotWhite         |     22 |
| Atum 2                      | atum:arrow_explosive                                   | EntityArrowExplosive               |     23 |
| Atum 2                      | atum:arrow_fire                                        | EntityArrowFire                    |     24 |
| Atum 2                      | atum:arrow_poison                                      | EntityArrowPoison                  |     26 |
| Atum 2                      | atum:arrow_quickdraw                                   | EntityArrowQuickdraw               |     27 |
| Atum 2                      | atum:arrow_rain                                        | EntityArrowRain                    |     28 |
| Atum 2                      | atum:arrow_slowness                                    | EntityArrowSlowness                |     29 |
| Atum 2                      | atum:arrow_straight                                    | EntityArrowStraight                |     31 |
| Atum 2                      | atum:assassin                                          | EntityAssassin                     |      1 |
| Atum 2                      | atum:barbarian                                         | EntityBarbarian                    |      3 |
| Atum 2                      | atum:bonestorm                                         | EntityBonestorm                    |      4 |
| Atum 2                      | atum:brigand                                           | EntityBrigand                      |      5 |
| Atum 2                      | atum:camel                                             | EntityCamel                        |      6 |
| Atum 2                      | atum:camel_spit                                        | EntityCamelSpit                    |     20 |
| Atum 2                      | atum:desert_rabbit                                     | EntityDesertRabbit                 |     12 |
| Atum 2                      | atum:desert_wolf                                       | EntityDesertWolf                   |      7 |
| Atum 2                      | atum:forsaken                                          | EntityForsaken                     |      8 |
| Atum 2                      | atum:heart_of_ra                                       | EntityHeartOfRa                    |     25 |
| Atum 2                      | atum:mummy                                             | EntityMummy                        |      9 |
| Atum 2                      | atum:nomad                                             | EntityNomad                        |     10 |
