+-------------------------------------------------------------------------+--------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
| ID                                                                      | Name                                                               | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                                            |
| biomesoplenty:recipes/buildingblocks/eucalyptus_stairs                  | biomesoplenty:recipes/buildingblocks/eucalyptus_stairs             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/eucalyptus_wooden_slab             | biomesoplenty:recipes/buildingblocks/eucalyptus_wooden_slab        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/filled_honeycomb_block             | biomesoplenty:recipes/buildingblocks/filled_honeycomb_block        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/fir_planks                         | biomesoplenty:recipes/buildingblocks/fir_planks                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/fir_stairs                         | biomesoplenty:recipes/buildingblocks/fir_stairs                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/fir_wooden_slab                    | biomesoplenty:recipes/buildingblocks/fir_wooden_slab               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/flesh_block                        | biomesoplenty:recipes/buildingblocks/flesh_block                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/hellbark_planks                    | biomesoplenty:recipes/buildingblocks/hellbark_planks               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/hellbark_stairs                    | biomesoplenty:recipes/buildingblocks/hellbark_stairs               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/hellbark_wooden_slab               | biomesoplenty:recipes/buildingblocks/hellbark_wooden_slab          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/honeycomb_block                    | biomesoplenty:recipes/buildingblocks/honeycomb_block               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/jacaranda_planks                   | biomesoplenty:recipes/buildingblocks/jacaranda_planks              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/jacaranda_stairs                   | biomesoplenty:recipes/buildingblocks/jacaranda_stairs              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/jacaranda_wooden_slab              | biomesoplenty:recipes/buildingblocks/jacaranda_wooden_slab         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/magic_planks                       | biomesoplenty:recipes/buildingblocks/magic_planks                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/magic_stairs                       | biomesoplenty:recipes/buildingblocks/magic_stairs                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/magic_wooden_slab                  | biomesoplenty:recipes/buildingblocks/magic_wooden_slab             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mahogany_planks                    | biomesoplenty:recipes/buildingblocks/mahogany_planks               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mahogany_stairs                    | biomesoplenty:recipes/buildingblocks/mahogany_stairs               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mahogany_wooden_slab               | biomesoplenty:recipes/buildingblocks/mahogany_wooden_slab          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/malachite_block                    | biomesoplenty:recipes/buildingblocks/malachite_block               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mangrove_planks                    | biomesoplenty:recipes/buildingblocks/mangrove_planks               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mangrove_stairs                    | biomesoplenty:recipes/buildingblocks/mangrove_stairs               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mangrove_wooden_slab               | biomesoplenty:recipes/buildingblocks/mangrove_wooden_slab          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mud                                | biomesoplenty:recipes/buildingblocks/mud                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mud_bricks                         | biomesoplenty:recipes/buildingblocks/mud_bricks                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mud_bricks_slab                    | biomesoplenty:recipes/buildingblocks/mud_bricks_slab               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/mud_bricks_stairs                  | biomesoplenty:recipes/buildingblocks/mud_bricks_stairs             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/palm_planks                        | biomesoplenty:recipes/buildingblocks/palm_planks                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/palm_stairs                        | biomesoplenty:recipes/buildingblocks/palm_stairs                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/palm_wooden_slab                   | biomesoplenty:recipes/buildingblocks/palm_wooden_slab              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/peridot_block                      | biomesoplenty:recipes/buildingblocks/peridot_block                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/pine_planks                        | biomesoplenty:recipes/buildingblocks/pine_planks                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/pine_stairs                        | biomesoplenty:recipes/buildingblocks/pine_stairs                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/pine_wooden_slab                   | biomesoplenty:recipes/buildingblocks/pine_wooden_slab              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/redwood_planks                     | biomesoplenty:recipes/buildingblocks/redwood_planks                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/redwood_stairs                     | biomesoplenty:recipes/buildingblocks/redwood_stairs                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/redwood_wooden_slab                | biomesoplenty:recipes/buildingblocks/redwood_wooden_slab           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/ruby_block                         | biomesoplenty:recipes/buildingblocks/ruby_block                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/sacred_oak_planks                  | biomesoplenty:recipes/buildingblocks/sacred_oak_planks             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/sacred_oak_stairs                  | biomesoplenty:recipes/buildingblocks/sacred_oak_stairs             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/sacred_oak_wooden_slab             | biomesoplenty:recipes/buildingblocks/sacred_oak_wooden_slab        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/sapphire_block                     | biomesoplenty:recipes/buildingblocks/sapphire_block                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/smooth_white_sandstone             | biomesoplenty:recipes/buildingblocks/smooth_white_sandstone        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/tanzanite_block                    | biomesoplenty:recipes/buildingblocks/tanzanite_block               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/topaz_block                        | biomesoplenty:recipes/buildingblocks/topaz_block                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/umbran_planks                      | biomesoplenty:recipes/buildingblocks/umbran_planks                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/umbran_stairs                      | biomesoplenty:recipes/buildingblocks/umbran_stairs                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/umbran_wooden_slab                 | biomesoplenty:recipes/buildingblocks/umbran_wooden_slab            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/white_sandstone                    | biomesoplenty:recipes/buildingblocks/white_sandstone               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/white_sandstone_slab               | biomesoplenty:recipes/buildingblocks/white_sandstone_slab          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/white_sandstone_stairs             | biomesoplenty:recipes/buildingblocks/white_sandstone_stairs        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/white_wool_from_cattails           | biomesoplenty:recipes/buildingblocks/white_wool_from_cattails      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/willow_planks                      | biomesoplenty:recipes/buildingblocks/willow_planks                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/willow_stairs                      | biomesoplenty:recipes/buildingblocks/willow_stairs                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/buildingblocks/willow_wooden_slab                 | biomesoplenty:recipes/buildingblocks/willow_wooden_slab            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/bamboo_terrarium                      | biomesoplenty:recipes/decorations/bamboo_terrarium                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/beach_terrarium                       | biomesoplenty:recipes/decorations/beach_terrarium                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/cactus_terrarium                      | biomesoplenty:recipes/decorations/cactus_terrarium                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/cherry_fence                          | biomesoplenty:recipes/decorations/cherry_fence                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/crafting_table_from_bop_wood          | biomesoplenty:recipes/decorations/crafting_table_from_bop_wood     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/dead_terrarium                        | biomesoplenty:recipes/decorations/dead_terrarium                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/ebony_fence                           | biomesoplenty:recipes/decorations/ebony_fence                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/ender_terrarium                       | biomesoplenty:recipes/decorations/ender_terrarium                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/ethereal_fence                        | biomesoplenty:recipes/decorations/ethereal_fence                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/eucalyptus_fence                      | biomesoplenty:recipes/decorations/eucalyptus_fence                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/fern_terrarium                        | biomesoplenty:recipes/decorations/fern_terrarium                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/fir_fence                             | biomesoplenty:recipes/decorations/fir_fence                        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/flower_terrarium                      | biomesoplenty:recipes/decorations/flower_terrarium                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/glowshroom_terrarium                  | biomesoplenty:recipes/decorations/glowshroom_terrarium             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/hellbark_fence                        | biomesoplenty:recipes/decorations/hellbark_fence                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/jacaranda_fence                       | biomesoplenty:recipes/decorations/jacaranda_fence                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/koru_terrarium                        | biomesoplenty:recipes/decorations/koru_terrarium                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| biomesoplenty:recipes/decorations/magic_fence                           | biomesoplenty:recipes/decorations/magic_fence                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
